"About Us","Про нас"
"Accessories","Аксесуари"
"Add your favorite products to the basket!","Додавайте товари, що сподобалися в кошик!"
"All rights reserved.","Всі права захищені."
"An error occured while loading the component.","Сталася помилка під час завантаження компонента."
"Buy","Купити"
"Catalog of products","Каталог товарів"
"Catalog","Каталог"
"Checkout","Оформлення замовлення"
"Choose your country","Виберіть вашу країну"
"Company","Компанія"
"Component couldn't be loaded due to lack of network connectivity.","Не вдалося завантажити компонент через відсутність мережевого підключення."
"Computers and laptops","Комп'ютери та ноутбуки"
"Confirmation of an order","Підтвердження замовлення"
"Contact details","Контактні дані"
"Contact","Зв'язатися"
"Continue shopping","Продовжити покупки"
"Courier delivery","Доставка Кур'єром"
"Enter promotional code","Ввести промокод"
"First","Спочатку"
"Free from landlines and","Безкоштовно зі стаціонарних і"
"Gadgets","Гаджети"
"Headphones and headsets, cases, chargers","Навушники та гарнітури, чохли, зарядні пристрої"
"How do you want to receive your order?","Як хочете отримати ваше замовлення?"
"I want to receive a newsletter, and agree to its terms",Я хочу підписатися на розсилку новин і погоджуюсь з умовами її отримання
"In stock","В наявності"
"In the near future we will call you back to clarify the details. Have a nice day!)","Найближчим часом ми вам передзвонимо для уточнення деталей. Прекрасного дня!)"
"May suit you","Вам може підійти"
"Not available","Немає в наявності"
"Novaya Pochta(Branch)","Нова Пошта(Відділення)"
"Our shares","Наші акції"
"Own account","Особистий рахунок"
"PCs, computers, accessories, monitors","ПК, комп'ютери, аксесуари, монітори"
"PROMOCODE","ПРОМОКОД"
"Payment and delivery","Оплата і доставка"
"Payments and loans","Виплати і кредити"
"Pickup from the store","Самовивіз з магазину"
"Popular categories","Популярні категорії"
"Promotions","Акції"
"Public offer","Публічна оферта"
"Sales leaders","Лідери продажу"
"See all","Дивитися всі"
"Service centres","Сервісні центри"
"Smart watches, Cameras, Fitness bracelets","Розумні годинники, фотоапарати, фітнес-браслети"
"Smartphones","Смартфони"
"TV and audio","ТБ та аудіо"
"Thank!","Дякуємо!"
"The shops","Магазини"
"To apply","Застосувати"
"To customers","Клієнтам"
"To landlords","Орендодавцям"
"To pay","Оплатити"
"Total","Всього"
"Try again","Спробуйте знову"
"Use promotional code","Використання промокодом"
"Vacancies","Вакансії"
"Warranty, Exchange, Return","Гарантія, обмін, повернення"
"We accept","Ми приймаємо"
"Your cart","Ваша корзина"
"Your order","Ваше замовлення"
"already going )","вже збирається )"
"camerares_filter","Роздільна здатність основної камери"
"cores_filter","Кількість ядер процесора"
"dyagonal_ekrana_filter","Діагональ екрану"
"emkost_akkumulyatora_mach_filter","Ємність акумулятора"
"from 35 uah","від 35 грн"
"from 55 uah","від 55 грн"
"frontalnaya_kamera_mp_filter","Фронтальна камера"
"is free","безкоштовно"
"manufacturer_filter":"Виробник"
"material_korpusu_filter","Матеріал корпусу"
"mobile phones in Ukraine","мобільних телефонів в Україні"
"obem_operatyvnoj_pamyaty_filter","Об'єм оперативної пам'яті"
"obem_vstroennoj_pamyaty_filter","Об'єм вбудованої пам'яті"
"operatsyonnaya_systema_filter","Операційна система"
"pc.","шт."
"sim_filter","Кількість SIM-карт"
"slot_dlya_karty_pamyaty_filter","Слот для карти пам'яті"
"st.","вул."
"the Payment","Оплата"
About us,Про нас
Accepts only alphabet characters.,Використовуйте тільки букви алфавіту
Add a discount code,Код купона
Add discount code,Застосувати купон
Add to cart,Додати у кошик
Add to compare,Додати для порівняння
Add to favorite,Додати в обране
Author,Автор
Authorization in progress ...,Виконується авторизація ...
Back to login,Повернутися на сторінку авторизації
Back,Назад
Billing address,Платіжна адреса
Cancel,Скасувати
Change my password,Змінити пароль
City *,Місто *
City,Місто
Close,Закрити
Company name *,Назва компанії *
Contact us,Контакти
Continue to payment,Перейти до оплати
Continue to shipping,Оформити доставку
Copy address data from shipping,Скопіювати адресні дані з доставки
Country *,Країна *
Country,Країна
Create a new account,Створити новий обліковий запис
Current password *,Поточний пароль
Customer service,Служба підтримки
Date and time,Дата та час
Delivery,Доставка
Departments,Відділення
Discount code,Купон на знижку
Discount,Знижка
Don't hesitate and,Не вагайтесь і
E-mail address *,Електронна адреса *
Edit newsletter preferences,Змінити вподобання з тематики новин
Edit payment,Змінити платіж
Edit personal details,Змінити особисту інформацію
Edit shipping,Змінити доставку
Edit your profile,Редагувати профіль
Edit your shipping details,Змінити дані доставки
Edit,Змінити
Email address *,Електронна адреса *
Email address,Електронна адреса
Enter your email to receive instructions on how to reset your password.,"Введіть адресу електронної пошти, щоб отримати інструкцію зі зміни пароля."
Erin recommends,Erin рекомендує
Error while sending reset password e-mail,Сталася помилка при відправленні даних зі зміни пароля на електронну пошту
Everything new,новинки
Field is required,Обов'язкове поле
Filter,Фільтр
Filters,Фільтри
First name *,Ім`я *
First name,Ім'я
Forgot the password?,Забули пароль?
General agreement,Генеральна угода
Get inspired,Для натхнення
Go review the order,Переглянути замовлення
Go to Facebook,Facebook
Go to Instagram,Instagram
Go to Pinterest,Pinterest
Go to Youtube,Youtube
Go to checkout,Оформити замовлення
Help,Допомога
Home,Головна
House/Apartment number *,Номер будинку/квартири *
House/Apartment number,Номер будинку/квартири
I accept ,Я приймаю
I accept terms and conditions,Я приймаю умови угоди
I agree to,Я згоден з
I have a company and want to receive an invoice for every order,У мене є компанія і я хочу отримувати рахунок до кожного замовлення
I want to create an account',Я хочу створити обліковий запис '
I want to create an account,Я хочу створити обліковий запис
I want to generate an invoice for the company,Я хочу створити рахунок для компанії
If you need an assistance you can drop us a line on,"Якщо Вам потрібна допомога, напишіть нам"
Items ordered,Замовлені товари
Kidswear,Дитячий одяг
Last name *,Прізвище *
Last name,Прізвище
Legal notice,Офіційне повідомлення
Log in to your account,Увійти в обліковий запис
Log in,Увійти
Login to your account,Увійти в обліковий запис
Logout,Вийти
Magazine,Журнал
Men's fashion,Чоловіча мода
My Account,Особистий кабінет
My account,Особистий кабінет
My loyalty card,Карта лояльності
My newsletter,Мої новини
My orders,Мої замовлення
My product reviews,Переглянуті товари
My profile,Особистий кабінет
My shipping details,Детальніше про доставку
Name must have at least 3 letters.,Ім'я повинно містити не менше 3 букв.
New Luma Yoga Collection,Нова колекція Luma Yoga
New password *,Новий пароль *
Newsletter,Новини
No orders yet,Замовлення відсутні
No products found!,Товари не знайдені!
No results were found.,Результати не знайдені.
Open menu,Відкрити меню
Open microcart,Відкрити корзину
Open my account,Відкрити особистий кабінет
Open search panel,Відкрити панель пошуку
Open wishlist,Відкрити список побажань
Order #{id},Замовлення # {id}
Order ID,ID замовлення
Order Summary,Підсумок замовлення
Order informations,Інформація про замовлення
Orders,Замовлення
Password *,пароль *
Passwords must be identical,Паролі повинні збігатися
Passwords must be identical.,Паролі повинні збігатися.
Payment method,Спосіб оплати
Payment,Платіж
Personal Details,Особиста інформація
Phone Number,Номер телефону
Phone number may be needed by carrier,Номер телефону може знадобитися кур'єру
Place the order,Оформити замовлення
Please check if all data are correct,Будь ласка перевірте коректність введених даних
Please provide valid e-mail address.,Будь ласка вкажіть коректну адресу електронної пошти.
Price {variant},Ціна {variant}
Price,Ціна
Privacy policy,Політика конфіденційності
Product Name,Назва товару
Product details,Деталі товару
Purchase,Замовлення
Qty,Кіл-ть
Quantity,Кількість
Register an account,Створити обліковий запис
Register,Реєстрація
Remake order,Повторити замовлення
Remember me,Запам'ятати мене
Remove from compare,Видалити зі сторінки порівняння
Remove,Видалити
Repeat new password *,Повторіть новий пароль *
Repeat password *,Повторіть пароль *
Reset password,Оновити пароль
Resetting the password ... ,Оновлення паролю ...
Return policy,Політика повернення
Return to shopping,Повернутися до покупок
Returns,Повернення
Review order,Переглянути замовлення
SKU,Ідентифікаційний номер товару
SKU: {sku},Ідентифікаційний номер товару: {sku}
Safety,Безпека
Sale,Розпродаж
Search,Пошук
See details,Подивитися деталі
See our bestsellers,Подивіться наші бестселери
Select color ,Виберіть колір
Select size {variant},Виберіть розмір {variant}
Ship to my default address,"Надіслати на мою адресу, що зафіксована"
Shipping address,Адреса доставки
Shipping method,Спосіб доставки
Shipping,Доставка
Shopping cart,Кошик
Shopping summary,Резюме покупок
Show subcategories,Показати підкатегорії
Sign up to our newsletter and receive a coupon for 10% off!,Підпишіться на наші новини й отримайте купон на знижку 10%!
Similar products,Схожі товари
Size guide,Визначитися з розміром
State / Province,Область/район
Status,Статус
Store locator,Розташування магазинів
Street name *,Назва вулиці *
Street name,Назва вулиці
Subscribe to the newsletter and receive a coupon for 10% off,Підпишіться на розсилку й отримайте купон на знижку 10%
Subscribe,Підписка
Subtotal,Попередній підсумок
Tax ID *,ІПН *
Tax ID must have at least 3 letters.,ІПН повинен складатися мінімум з 3 символів.
Tax identification number *,Ідентифікаційний номер платника податків *
Tax identification number must have at least 3 letters.,Ідентифікаційний номер платника податків повинен складатися з мінімум 3 символів.
Tax,Податок
Terms and conditions,Умови та положення
The new account will be created with the purchase. You will receive details on e-mail.,Новий обліковий запис буде створений після замовлення. Деталі будуть надіслані на Вашу електронну адресу.
Toggle password visibility,Змінити видимість пароля
Track my order,Відстежити замовлення
Type,Тип
Unfortunately we can't find the page you are looking for.,"На жаль, ми не змогли знайти потрібну Вам сторінку."
Update my preferences,Оновити мої вподобання
Update my profile,Оновити особистий кабінет
Update my shipping details,Оновити деталі доставки
Use my billing data,Використовувати мої платіжні дані
Use my company's address details,Використовувати адресні дані моєї компанії
Use my company's address details,Використовувати адресні дані моєї компанії
Value,Значення
View all,Дивитись все
View order,Дивитися замовлення
We can't find the page,Ми не змогли знайти сторінку
We use cookies to give you the best shopping experience.,Для надання Вам найкращого сервісу ми використовуємо cookies.
We will send you details regarding the order,Ми відправимо Вам деталі замовлення
We will send you the invoice to given e-mail address,Ми відправимо рахунок на вказану електронну адресу
We've sent password reset instructions to your email. Check your inbox and follow the link.,Інструкція зі зміни пароля була надіслана на Вашу електронну адресу. Перевірте пошту та перейдіть за посиланням.
Wishlist,Список побажань
Women fashion,Жіночий одяг
You are logged in as {firstname},Ви авторизовані як {firstname}
You are offline. Some features might not be available.,"Відсутнє з'єднання з інтернетом, деякі можливості будуть обмежені"
You can also use,Також Ви можете скористатися
You have been successfully subscribed to our newsletter!,Ви успішно підписалися на нашу розсилку!
You have no items to compare.,У Вас немає товарів для порівняння
You must accept the terms and conditions.,Вам необхідно прийняти умови угоди користувача
You've entered an incorrect coupon code. Please try again.,Ви ввели невірний код купона. Будь ласка спробуйте ще раз.
Your shopping cart is empty.,Ваша корзина порожня
Your wishlist is empty.,Ваш список побажань порожній
Zip-code *,Поштовий індекс *
Zip-code must have at least 3 letters.,Поштовий індекс повинен складатися мінімум з 3 символів.
Zip-code,Поштовий індекс
a chat,чат
a contact page,сторінка контактів
browse our catalog,Переглянути каталог
color_filter,Колір
login to your account,увійти під своїм обліковим записом
or write to us through,або написати нам через
or,або
price_filter,Ціна
register an account,Створити обліковий запис
return to log in,Повернутися для авторизації
search,Пошук
size_filter,Розмір
to find product you were looking for.,"Знайти товар, який ви дивилися"
to find something beautiful for You!,Знайти щось гарне для Вас!

"payment metadesc","Вибирайте зручний спосіб оплати замовлення в інтернет-магазині ringoo: картка Visa або MasterCard, готівкою в точці видачі перевізника або в магазинах нашої мережі, безготівковим переказом на рахунок."
"delivery metadesc","Вибирайте зручний спосіб доставки смартфонів, телефонів, гаджетів та аксесуарів з інтернет-магазину ringoo: кур’єр, безкоштовно до відділення перевізника, самовивіз. По всій Україні."
